Store,Week,Temperature,Holiday,CPI,FuelPrice,Unemployment,WeeklySales
23,39,48.68,No,132.8708387,2.938,5.287,1112871.23
12,25,99.22,No,126.1283548,3.112,14.18,912403.67
32,6,39.88,No,189.7372075,2.684,9.014,1093319.37
18,78,73.85,No,135.9639355,3.898,8.89,954148.64
28,24,97.18,No,126.1498065,3.094,14.18,1225336.41
17,26,69.96,No,126.1069032,2.797,6.697,833517.19
33,70,82.93,No,129.0490323,3.893,8.687,243477.03
36,138,75.98,No,221.4578604,3.709,6.623,293804.45
26,3,22.62,No,131.637,2.747,8.488,999348.55
18,88,54.65,No,136.472,3.633,8.471,1019741.1
44,128,83.68,No,130.683,3.595,5.407,336479.49
37,29,85.54,No,210.3617581,2.664,8.36,486930.72
32,103,36.86,No,196.7796652,3.055,8.256,1080012.04
2,75,87.7,No,214.9296249,3.48,7.852,1853161.99
10,95,60.68,Yes,129.8364,3.76,7.874,2950198.64
6,113,67.91,No,222.9675066,3.845,6.132,1508933.26
27,62,46.87,No,138.0638929,3.895,7.725,1689844.18
31,23,81.67,No,210.7657317,2.642,8.099,1315118.4
40,38,41.25,No,132.8170968,2.919,5.287,882180.91
44,2,33.16,Yes,126.4962581,2.671,8.119,286857.13
5,115,70.56,No,222.0971111,3.891,5.801,351832.03
3,103,56.2,No,223.4700552,3.268,6.833,365818.61
43,18,82.76,No,203.1222028,2.705,9.593,682012.53
28,119,77.27,No,131.1453333,4.186,11.627,1264575.18
44,19,65.24,No,126.1119032,2.841,7.972,296818.2
34,11,59.18,No,126.5621,2.81,9.593,923344.54
16,106,23.69,Yes,196.9195056,3.103,6.162,473766.97
1,60,69.97,No,214.5999389,3.473,7.742,1541102.38
8,37,62.59,No,215.1757,2.72,6.433,826546.96
28,46,52.77,No,126.8794839,3.236,14.313,1510443.62
39,92,58.04,No,216.5634344,3.332,7.716,1553629.59
1,5,46.5,No,211.3501429,2.625,8.106,1554806.68
25,29,71.81,No,204.8217044,2.779,7.527,724499.81
44,106,33.73,Yes,130.3849032,3.116,5.774,325377.97
38,29,92.81,No,126.0766452,3.041,14.18,329139.73
36,3,45.66,No,210.0451024,2.472,8.554,470281.03
14,62,48.71,No,185.3636656,3.72,8.521,2037798.88
32,34,64.19,No,190.5713264,2.793,9.017,1067432.1
41,111,47.76,No,197.0457208,3.486,6.589,1201511.62
15,87,64.87,No,136.4195,3.858,7.806,521297.31
11,125,83.26,No,225.3068615,3.346,6.664,1355680.3
6,95,62.78,Yes,220.0417412,3.236,6.551,2249811.55
4,14,56.77,No,126.2898,2.836,7.896,2000626.14
42,19,89.67,No,126.1119032,3.057,9.524,607218.6
15,60,32.63,No,133.9587419,3.789,7.771,527389.28
22,142,55.28,No,142.8633629,4,7.543,978027.95
27,14,69.02,No,135.962,3.095,8.058,1939458.84
25,7,45,No,204.3782258,2.844,8.187,659795.84
24,115,48.65,No,137.868,4.187,8.983,1285783.87
14,112,59.45,No,190.5363213,3.9,8.424,1893447.71
25,19,63.68,No,204.6679198,2.809,7.856,737163.2
5,89,72.36,No,217.9237458,3.274,6.3,286117.72
32,114,51.49,No,197.5971285,3.854,8.09,1270577.01
14,120,66.3,No,190.9964479,3.848,8.567,1932233.17
45,130,77.2,No,191.1655664,3.647,8.684,711671.58
36,49,54.11,No,210.1842358,2.942,8.395,384659.85
28,86,82.95,No,129.5183333,3.789,13.503,1109105.92
10,37,75.48,No,126.3266774,3.08,9.003,1703850.25
29,126,70.99,No,138.1962667,3.577,9.14,555954.13
14,36,56.49,No,182.7640032,2.764,8.724,2091663.2
42,34,85.75,No,126.1900333,2.939,9.199,492262.96
18,119,57.44,No,138.0882667,3.947,8.304,1060433.1
32,73,65.06,No,192.9982655,3.661,8.595,1163869.52
13,55,40.85,No,127.99525,3.062,7.47,2003480.59
28,51,53.53,No,127.4404839,3.223,14.021,1079669.11
37,49,54.11,No,210.1842358,2.976,8.395,542464.02
18,74,69.75,No,135.4468,3.815,8.89,1087051.26
41,3,24.13,No,189.5340998,2.55,7.541,1052034.74
18,51,22.55,No,133.0285161,3.232,9.131,891148.55
10,137,78.47,No,130.9776667,3.966,7.17,1640168.99
32,62,48.81,No,192.3418571,3.532,8.595,1102975.59
22,60,38.77,No,137.8478929,3.624,8.458,933528.39
1,77,85.77,No,215.4222784,3.651,7.962,1396926.82
44,108,35.38,No,130.5502069,3.145,5.774,315641.8
43,88,74.17,No,208.7872143,3.285,10.148,642828.62
6,26,81.37,No,212.8944846,2.64,6.973,1532308.78
34,91,54.56,No,129.7936774,3.362,10.148,958063.87
1,89,71.74,No,217.3552733,3.274,7.866,1493525.93
2,81,89.86,No,215.3229307,3.554,7.852,1844094.59
4,85,72.76,No,129.4306,3.532,5.644,2075577.33
45,25,81.46,No,182.3509895,2.771,8.743,714601.11
39,5,50.93,No,210.1092746,2.625,8.554,1266254.21
4,95,47.96,Yes,129.8364,3.225,5.143,3004702.33
1,50,35.4,No,211.4574109,2.983,7.742,1391013.96
31,11,67.87,No,210.1495463,2.808,8.2,1367448.28
28,2,47.87,Yes,126.4962581,2.946,13.975,1558968.49
31,115,69.03,No,221.1484028,3.891,6.891,1407842.91
15,79,73.63,No,136.0540323,4.02,7.806,607961.21
36,39,76.22,No,210.6736944,2.68,8.476,392654.26
4,118,80.14,No,131.136,3.747,4.308,2196968.33
45,15,54.26,No,181.6612792,2.982,8.899,758182.2
8,126,84.47,No,225.3982943,3.286,5.679,878298.22
9,19,83.75,No,215.0187191,2.668,6.384,522715.68
29,24,76.3,No,132.5667742,2.796,10.409,512292.01
43,24,84.17,No,203.0538548,2.623,9.816,696844.36
16,85,53.68,No,194.7419707,3.596,6.338,539081.09
44,5,40.65,No,126.5782857,2.681,8.119,284617.27
24,134,68.13,No,138.2814516,3.997,8.953,1303726.54
27,70,74.17,No,138.7694608,4.069,7.725,2053708.01
3,115,72.83,No,225.0135556,3.891,6.664,420789.74
15,46,25.3,No,132.6804516,3.301,8.067,983825.15
28,79,90.61,No,129.1846452,3.803,13.503,1523870.89
6,66,65.42,No,217.3547569,3.906,6.855,1504651.57
6,99,49.45,No,220.9477245,3.112,6.551,2644633.02
11,31,84.94,No,214.8481685,2.577,7.346,1303914.27
3,30,86.15,No,214.8897938,2.619,7.346,362134.09
5,129,81.05,No,222.5209358,3.311,5.603,321205.12
20,48,28.85,Yes,204.6432267,3.179,7.484,1799737.79
32,16,55.89,No,189.467827,2.776,8.963,1143819.35
3,1,45.71,No,214.4248812,2.572,7.368,461622.22
12,143,65.95,No,131.1930968,4.301,10.199,974697.6
26,60,22.99,No,133.9587419,3.624,7.907,866566.54
6,17,78.89,No,212.412888,2.759,7.092,1644470.66
27,65,61.71,No,138.3303119,4.117,7.725,1642074.64
37,45,51.83,No,210.2372494,2.843,8.476,511207.52
24,107,33.92,No,137.2583103,3.874,8.659,1326370.08
41,99,25.59,No,196.1713893,3.173,6.759,2263722.68
19,18,68.88,No,132.3648387,3.006,8.185,1519013.49
13,122,61.11,No,130.9592258,3.788,5.965,2035431.39
8,45,42.47,No,214.8155214,2.843,6.433,1069061.63
41,47,29.81,No,191.1430189,2.781,7.508,2225016.73
36,23,81.74,No,209.8708867,2.596,8.36,471713.59
11,124,84.97,No,225.2644795,3.393,6.664,1417875.42
32,116,49.15,No,197.7227385,3.936,8.09,1121405.91
31,100,45.16,Yes,219.1773063,3.129,7.441,1355405.95
31,102,45,No,219.5328198,3.261,7.057,1377485.12
3,9,65.56,No,214.1180803,2.719,7.343,423294.4
42,117,80.11,No,131.1266667,4.088,7.382,526625.49
11,20,84.13,No,214.7858259,2.637,7.343,1336522.92
11,40,64.41,No,215.2765472,2.689,7.564,1332759.13
42,32,84.04,Yes,126.1145806,2.961,9.199,589091.04
1,117,67.23,No,221.6179368,3.814,7.143,1468928.37
19,89,61.86,No,136.5150968,3.744,7.866,1318905.53
15,30,65.07,No,132.6932258,2.885,8.099,649791.15
29,85,68.08,No,136.3145,3.809,9.863,474129.35
42,61,67.64,No,128.7199355,3.772,8.494,508432.17
10,59,70.12,No,128.5121935,3.892,8.744,1884734.31
17,103,27.26,No,130.2792258,3.047,6.403,809272.65
9,95,54.32,Yes,222.1389683,3.236,6.054,814753.5
36,140,73.57,No,221.8533396,3.611,6.228,277137.86
38,102,48.07,No,130.244,3.657,12.187,423260.82
14,79,78.22,No,186.3734038,3.842,8.625,2066020.69
34,34,69.78,No,126.1900333,2.642,9.816,867539.07
35,69,66.43,No,138.6782834,3.985,8.512,850708.6
25,40,38.8,No,205.160837,2.917,7.484,696314.53
9,107,43.81,No,224.1588663,3.51,5.667,658965.05
6,3,43.58,No,212.8161546,2.514,7.259,1567138.07
24,104,31.92,No,136.9598387,3.737,8.659,1057290.41
30,46,48.63,No,211.0645458,2.869,8.163,445332.28
15,21,72.79,No,132.4976,2.958,8.185,672194.03
2,91,65.87,No,217.3251824,3.372,7.441,1769296.25
23,137,61.37,No,138.5673,3.988,4.156,1279041.64
45,128,79.97,No,191.1685192,3.523,8.684,749817.08
37,92,58.97,No,216.5634344,3.332,7.716,555925.6
5,20,83.91,No,212.0119769,2.637,6.465,313795.6
26,72,54.5,No,135.0837333,3.873,7.818,981646.46
18,3,30.91,No,131.637,2.747,9.202,1150663.42
37,40,62.72,No,210.7202444,2.689,8.476,539683.42
17,61,39.38,No,128.7199355,3.487,6.774,795859.23
41,56,26.1,No,191.9647167,3.101,7.241,1099714.93
11,46,54.63,No,214.704919,2.869,7.564,1843971.15
15,2,22,Yes,131.5866129,2.94,8.35,682447.1
37,35,74.66,No,210.4404433,2.603,8.476,529877.93
45,18,75.93,No,182.2389876,2.847,8.899,837548.62
43,87,78.97,No,208.4757143,3.355,10.641,555183.72
35,101,35.8,No,140.6461359,3.422,8.744,671708.09
18,141,50.97,No,138.9117,4.029,8.243,1074079
29,18,69.49,No,132.3648387,2.857,10.16,588017.66
28,20,81.06,No,126.114,3.043,14.099,1267619.06
33,39,71.34,No,126.4364194,3.13,9.265,213538.32
38,110,54.54,No,130.7413793,4.25,12.187,452792.53
31,31,82.57,No,211.1886931,2.577,8.099,1302047.48
30,110,57.16,No,220.6974332,3.669,7.057,446617.89
43,45,52.52,No,203.4475786,2.843,10.21,598679.02
40,99,24.46,No,136.5883871,3.413,4.42,1601585.7
35,68,60.22,No,138.587106,4.062,8.512,776838.56
7,132,63.41,No,198.0795651,3.509,7.872,675926.3
5,68,71.37,No,216.3023847,3.907,6.489,299614.33
4,54,33.29,Yes,127.859129,3.033,6.51,2187847.29
24,17,69.59,No,132.2939355,3.046,8.211,1473868.15
45,45,30.54,No,182.5519538,3.109,8.724,1002364.34
22,19,65.01,No,136.2874263,2.83,8.348,1061196.47
12,74,89.85,No,129.0894,3.842,13.503,961993.34
8,11,62.66,No,213.8186357,2.808,6.29,882917.12
27,52,23.64,No,136.9706544,3.402,7.827,1421111.55
27,39,61.02,No,136.7375484,3.055,8.021,1688955.49
30,6,57.1,No,211.037551,2.667,8.324,468189.93
15,63,48.63,No,134.2784667,3.981,7.658,607691.36
3,4,52.05,No,214.6475127,2.561,7.368,407204.86
32,113,56.09,No,197.4133259,3.75,8.256,1108686.87
14,2,27.73,Yes,181.982317,2.773,8.992,1704218.84
7,56,17.46,No,191.9647167,3.101,8.818,546690.84
15,17,70.61,No,132.2939355,3.046,8.185,744772.88
5,17,79.81,No,211.4507688,2.759,6.465,310013.11
11,131,86.94,No,225.4636332,3.417,6.334,1399341.07
38,120,84.51,No,131.0983226,4.11,11.627,412314.71
26,114,33.35,No,137.7970968,3.957,7.489,1116829.23
38,66,68.4,No,129.0444333,4.193,13.736,422186.65
35,132,78.44,No,142.1705634,3.722,8.839,888368.8
1,121,77.22,No,221.744944,3.561,7.143,1555444.55
4,61,56.99,No,128.7199355,3.521,5.946,1900246.47
15,109,33.24,No,137.4238966,3.983,7.943,541292.64
11,3,48.3,No,214.6198868,2.514,7.368,1503298.7
19,74,67.64,No,135.4468,3.916,7.806,1462731.93
7,120,49.41,No,197.5553137,3.837,8.09,468428.3
22,29,73.21,No,136.5249182,2.796,8.433,1017045.44
24,25,75.27,No,132.5825806,2.924,8.117,1333740.35
43,125,87.51,No,213.2123786,3.346,9.575,613270.79
42,76,86.01,No,129.1338387,3.779,8.257,591703.82
27,53,28.7,No,137.0542431,3.4,7.827,1628100.79
6,37,68.93,No,213.3337977,2.72,7.007,1344580.92
3,83,89.12,No,219.1501106,3.533,7.567,375988.69
40,138,54.12,No,138.6534,4.056,4.156,899768.4
35,52,23.64,No,136.9706544,3.237,8.549,633289.78
13,14,44.42,No,126.2898,2.948,8.107,2005478.46
4,119,67.64,No,131.1453333,3.685,4.308,2127661.17
10,42,58.83,No,126.6072,3.047,9.003,1949177.13
15,100,31.44,Yes,136.6432581,3.566,7.866,603460.79
2,119,73.87,No,221.3632212,3.688,6.891,1917520.99
28,139,81.22,No,131.043,3.966,10.926,1129508.61
3,56,67.4,No,216.8780275,3.065,7.551,397211.19
5,130,85.06,No,222.5297234,3.407,5.603,306827.36
28,9,59.84,No,126.6034839,3.086,14.099,1441559.4
2,8,51.26,No,210.6766095,2.732,8.324,1750197.81
32,120,57.46,No,197.5553137,3.837,8.09,1177539.71
20,54,25.38,Yes,206.0763862,3.239,7.343,2211388.14
19,120,58.81,No,138.1065806,4.029,8.15,1366937.1
33,42,61.95,No,126.6072,3.047,9.265,224639.76
24,34,64.3,No,132.7619333,2.837,8.117,1169413.27
37,71,82.41,No,213.7917147,3.648,8.3,509647.25
25,13,50.97,No,203.6503685,2.921,7.856,706924.02
29,59,43.38,No,133.8492258,3.634,10.256,493653.43
38,115,64.28,No,131.108,4.254,11.627,435790.74
16,94,31.73,No,195.7184713,3.479,6.232,480353.64
22,38,50.24,No,136.688871,2.919,8.572,960998.52
33,44,52.82,No,126.7313333,3.041,9.265,209986.25
4,136,82.09,Yes,130.9325484,3.709,4.077,2125104.72
29,49,32.56,No,132.8823226,3.193,10.256,455952.18
43,138,75.87,No,214.1192333,3.721,9.285,601990.02
3,7,60.42,No,214.5301219,2.72,7.368,375328.59
23,89,56.79,No,136.5150968,3.583,4.42,1257778.34
9,132,88.66,No,225.7170094,3.494,5.277,538713.47
18,83,68.23,No,136.2440968,3.784,8.89,540922.94
2,41,59.69,No,211.6608975,2.728,8.163,1916812.74
43,62,70.35,No,206.8970046,3.622,10.581,650418.75
32,88,62.62,No,194.9459724,3.498,8.513,1149448.02
15,127,74.64,No,138.2296333,3.646,8.193,678024.75
7,141,41.43,No,199.0539368,3.76,7.557,503463.93
10,110,57.65,No,130.7413793,3.963,7.545,1917483.1
5,70,83.81,No,215.8384319,3.699,6.489,329183.92
37,106,54.49,Yes,218.9551002,3.409,7.244,527041.46
26,74,59.89,No,135.4468,3.815,7.767,1070119.09
45,127,82.99,No,191.1338827,3.475,8.684,843361.1
22,7,46.03,No,135.6682247,2.834,8.283,966145.09
17,133,70.98,No,130.7909677,3.545,5.936,844928.17
7,123,63.07,No,197.6551863,3.741,8.09,642963.75
12,4,50.23,No,126.5522857,2.825,13.975,1048617.17
23,34,57.75,No,132.7619333,2.718,5.326,1099055.65
14,25,81.46,No,182.3509895,2.771,8.743,2044155.39
9,72,89.15,No,218.5877333,3.637,6.38,558671.14
44,21,71.83,No,126.1266,2.82,7.972,288247.24
36,136,84.19,Yes,221.1181142,3.697,6.623,293728.57
15,115,43.52,No,137.868,4.187,8.15,558585.13
10,134,82.5,No,130.8381613,4.055,7.17,1764984.15
35,67,60.07,No,138.4959286,4.066,8.512,826155.95
16,63,34.59,No,192.4225954,3.611,6.339,427855.24
36,123,81.5,No,220.4357073,3.513,6.989,338273.38
4,84,73.34,Yes,129.3686129,3.554,5.644,2093139.01
18,20,65.96,No,132.4733333,2.805,9.269,1183225.92
3,42,57.72,No,215.2074519,2.771,7.564,372545.32
44,30,75.31,No,126.0892903,2.854,7.804,293155.08
15,83,67.63,No,136.2440968,3.879,7.806,649159.68
39,56,67.77,No,212.2912786,3.065,8.395,1240921.19
32,119,55.4,No,197.5481609,3.87,8.09,1187051.07
17,44,22.47,No,126.7313333,2.812,6.885,926573.81
26,140,54.07,No,138.8256,4.027,7.138,1095504.26
2,115,68.08,No,221.1484028,3.891,6.891,1935869.1
39,136,83.71,Yes,221.1181142,3.73,6.623,1609811.75
30,77,90.27,No,215.0749122,3.651,7.852,423441.76
34,111,48.09,No,130.8261935,3.707,9.653,999298.43
35,23,82.69,No,136.3962643,2.793,8.861,1268766.76
18,70,70.9,No,134.8551613,3.973,8.975,1178039
37,34,79.17,No,210.3664469,2.624,8.36,494265.48
35,82,72.88,No,140.1629528,3.704,8.684,897037.25
38,42,58.18,No,126.6072,3.161,14.313,348593.99
2,1,40.19,No,210.7526053,2.572,8.324,2136989.46
3,97,49.26,No,222.4167852,3.158,7.197,468772.8
7,98,15.2,No,195.9841685,3.266,8.513,720242.19
37,122,80.74,No,220.4322099,3.501,6.989,531811.85
11,13,71.13,No,213.6716815,2.78,7.343,1239766.89
39,128,78.16,No,220.6063444,3.256,6.623,1471261.76
28,94,54.2,No,129.8268333,3.813,12.89,1255081.22
14,84,71.48,Yes,186.6737376,3.738,8.625,2202742.9
32,96,33.8,No,195.8223287,3.378,8.513,1179773.88
8,69,73.14,No,218.9333986,3.786,6.297,857939.41
40,24,74.25,No,132.5667742,2.796,5.326,959229.09
34,55,45.12,No,127.99525,3.058,10.398,1062629.3
11,103,56.43,No,223.4700552,3.268,6.833,1207303.29
20,119,63.19,No,214.5319099,3.889,7.139,2168097.11
14,45,30.54,No,182.5519538,3.109,8.724,2600519.26
8,12,56.1,No,213.768119,2.795,6.29,850440.26
21,101,48.1,No,219.355063,3.157,7.057,640181.86
30,81,90.11,No,215.3229307,3.554,7.852,414450.61
14,140,64.89,No,192.1704115,3.985,8.667,1687592.16
27,135,75,No,142.4054482,4.026,8.239,1731935.43
8,48,41.47,Yes,214.7447295,2.943,6.433,773586.49
3,113,69.36,No,224.8651254,3.845,6.833,407488.84
44,91,47.41,No,129.7936774,3.567,6.078,306336.07
15,48,26.54,Yes,132.8150323,3.336,8.067,543754.17
36,103,58.9,No,218.6755292,3.275,7.244,330927.21
3,22,82.2,No,214.5463222,2.669,7.346,381151.72
23,122,66.22,No,138.1138065,3.798,4.125,1476144.34
10,78,86.75,No,129.1677097,3.694,8.257,1745841.33
22,3,31.96,No,135.4657781,2.747,8.283,988467.61
16,73,54.36,No,192.9982655,3.661,6.339,569105.03
24,52,17.91,No,133.1059677,3.402,8.252,1126921.34
27,139,64.92,No,142.76575,4.158,8.239,1540687.63
44,28,74.93,No,126.064,2.837,7.804,291028.09
2,123,78.69,No,221.3877467,3.452,6.891,2010216.49
24,29,72.17,No,132.6616129,2.913,8.117,1375307.54
25,37,54.09,No,205.0137637,2.868,7.484,616094.72
36,84,77.94,Yes,214.6155376,3.499,8.177,352960.64
22,44,39.42,No,136.6075714,3.065,8.572,1230514.58
38,10,59.25,No,126.6019032,3.09,14.099,341630.46
23,120,58.42,No,138.1065806,3.899,4.125,1332952.47
2,104,50.5,No,219.7188636,3.29,7.057,1660906.14
45,23,82.45,No,182.2569603,2.793,8.743,787062
38,127,89.13,No,130.7196333,3.765,10.926,471086.22
44,50,20.6,No,127.3009355,2.903,7.224,292859.36
36,40,62.72,No,210.7202444,2.655,8.476,405860.37
21,76,91.05,No,215.0134426,3.575,7.852,728311.15
2,64,69.39,No,215.1096657,3.807,7.931,1886339.6
30,83,91.94,No,215.4508632,3.533,7.852,369722.32
29,96,49.11,No,136.4909333,3.501,9.357,579874.22
10,58,64.22,No,128.3995,3.63,8.744,1933469.15
13,54,30.83,Yes,127.859129,3.034,7.47,1944438.9
39,53,45.96,No,211.3333753,2.989,8.395,1343773.94
40,42,40.52,No,132.9172,3.03,5.287,852452.93
3,124,84.66,No,225.2644795,3.393,6.664,442074.79
39,82,86.49,No,214.4878416,3.523,8.177,1573898.63
3,46,52.2,No,214.704919,2.869,7.564,498159.39
12,31,83.12,No,126.1019355,3.087,14.18,1075758.55
7,107,27.03,No,196.9432711,3.113,8.256,620908.18
39,94,66.09,No,216.9395861,3.308,7.716,1510397.27
27,4,36,No,135.5195191,2.91,8.237,1390934.27
4,40,51.6,No,126.4912903,2.699,7.127,2013115.79
21,138,71.54,No,222.4169362,3.721,6.565,667151.46
44,120,65.17,No,131.0983226,3.808,5.621,334042.43
23,74,65.65,No,135.4468,3.815,4.584,1492507.44
25,61,28.5,No,207.8823043,3.638,7.287,618377.79
3,27,85.13,No,214.8341952,2.627,7.346,402635.76
17,58,32.42,No,128.3995,3.346,6.866,779602.36
21,16,74.24,No,210.2768443,2.826,8.2,753361.72
41,107,22.52,No,196.9432711,3.113,6.589,1330451.46
42,29,89.88,No,126.0766452,3.041,9.199,500945.63
45,33,66.55,No,182.622509,2.706,8.743,716987.58
21,41,60.95,No,211.6608975,2.728,8.163,735796.38
20,24,75.14,No,204.3571656,2.783,7.527,2031852.16
21,93,59.8,No,217.6455387,3.297,7.441,757369.87
37,109,64.54,No,219.5340975,3.63,7.244,525559.17
11,115,72.74,No,225.0135556,3.891,6.664,1472752.01
13,136,70.65,Yes,130.9325484,3.689,5.765,2165796.31
34,131,78.93,No,130.737871,3.374,9.285,973250.41
37,38,72.24,No,210.6271444,2.725,8.476,510425.4
19,39,56.11,No,132.8708387,3.055,8.067,1404576.48
21,13,66.93,No,210.0505833,2.78,8.2,680532.69
43,61,67.79,No,206.6733111,3.524,10.581,611585.54
33,11,72.44,No,126.5621,3.109,9.849,307779.64
37,76,85.63,No,214.1083654,3.575,8.177,498749.62
43,122,80.89,No,213.1719747,3.501,9.575,605078.62
8,87,72.2,No,220.1329176,3.355,6.425,809049.37
39,17,80.22,No,209.6660514,2.759,8.464,1365541.59
19,107,30.95,No,137.2583103,3.874,7.943,1424720.27
19,94,48.21,No,136.4666667,3.717,7.866,1411835.57
13,92,43.51,No,129.8051935,3.538,6.392,2036317.54
25,52,18.92,No,205.3894952,3.237,7.343,600448.69
9,59,63.82,No,217.9563371,3.488,6.416,515226.11
22,86,62.36,No,140.32725,3.758,8.023,899834.75
22,25,76.91,No,136.4366924,2.784,8.433,974123.2
16,133,62.07,No,198.1001057,3.545,6.061,521896.6
36,71,82.41,No,213.7917147,3.633,8.3,374182.04
18,69,64.6,No,134.7677742,4.034,8.975,1065214.14
34,64,63.83,No,128.9553,3.781,10.581,1051518.45
44,49,16.94,No,127.1917742,2.891,7.224,288320.38
33,137,83.4,No,130.9776667,3.966,7.147,277417.53
4,3,36.45,No,126.5262857,2.54,8.623,2049860.26
8,34,72.21,No,214.9547795,2.624,6.315,773725.08
40,79,68.1,No,136.0540323,3.903,4.584,1063818.2
45,58,45.01,No,184.613419,3.582,8.549,714014.73
3,62,72.55,No,218.4553663,3.622,7.574,384075.31
32,66,46.65,No,192.7252006,3.735,8.595,1181793.55
13,76,75.59,No,129.1338387,3.553,6.877,1956813.31
36,7,59.56,No,209.9803208,2.701,8.554,428851.99
42,126,91.36,No,130.7562667,3.875,7.382,507403.77
27,64,50.02,No,138.2475036,4.061,7.725,1921655.48
17,120,59.67,No,131.0983226,3.808,6.235,968816.33
26,83,59.67,No,136.2440968,3.784,7.767,1040143.14
35,88,56.91,No,140.43475,3.583,8.745,791637.53
41,14,41.5,No,189.5312483,2.771,7.363,1175738.22
2,5,47.17,No,211.0067542,2.625,8.324,1991013.13
44,27,81.24,No,126.0854516,2.802,7.804,296804.49
29,56,30.23,No,133.4921429,3.281,10.256,483660.15
13,29,76.34,No,126.0766452,2.85,7.951,1997397.63
2,37,65.8,No,211.4713286,2.72,8.163,1794355.49
17,15,47.28,No,126.2085484,2.962,6.635,813756.09
20,93,47.27,No,210.9810201,3.53,7.082,2269975.85
16,8,29.88,No,189.7195417,2.717,7.039,483177.2
41,20,54.9,No,189.4185259,2.674,7.363,1202963.06
11,138,73.64,No,226.3151496,3.721,6.334,1326132.98
45,54,30.3,Yes,183.7016129,3.239,8.549,766456
12,134,85.32,No,130.8381613,4.055,10.926,1048101.39
22,22,72.88,No,136.3722893,2.815,8.433,1120259.71
5,87,81.16,No,217.2760127,3.355,6.529,292315.38
10,41,61.24,No,126.5461613,3.13,9.003,1895901.59
11,113,70.23,No,224.8651254,3.845,6.833,1300104.03
34,42,40.93,No,126.6072,2.78,10.21,955766.33
17,75,70.6,No,129.1125,3.563,6.745,915064.22
28,141,71.74,No,131.1083333,4.468,10.199,1205536.71
38,83,93.66,No,129.3259355,3.798,13.503,416953.51
45,72,69.32,No,185.6719333,3.842,8.521,811153.67
26,57,14.31,No,133.6141429,3.437,7.907,945643.17
1,133,84.85,No,222.0384109,3.571,6.908,1597868.05
14,44,40.93,No,182.6676154,3.046,8.724,2258489.63
20,49,31.43,No,204.6487803,3.193,7.343,1843030.95
6,35,70.69,No,213.1907129,2.603,7.007,1328468.89
36,121,78.94,No,220.4287124,3.636,6.989,306098.17
26,119,47.11,No,138.0882667,3.947,7.489,1062548.73
42,48,49.67,Yes,127.0876774,3.148,9.003,428953.6
44,13,48.33,No,126.3805667,2.941,7.972,272997.65
13,20,58.41,No,126.114,2.819,8.107,2003435.31
6,50,38.37,No,212.9655882,2.983,6.858,1306194.55
13,116,50.24,No,131.1173333,3.845,5.965,1955689.12
25,105,34.98,No,213.0236225,3.617,6.961,642776.4
21,121,79.49,No,221.3828029,3.561,6.891,722891.24
31,55,59.87,No,212.9033115,3.045,8.028,1539063.91
14,110,45.52,No,190.3359973,3.848,8.424,2020839.31
28,12,64.55,No,126.4713333,3.05,14.099,1244177.21
21,53,36.33,No,212.2240646,2.989,8.028,596218.24
4,135,76.47,No,130.8853548,3.646,4.077,2081181.35
34,70,74.64,No,129.0490323,3.683,10.581,947229.24
40,121,65.25,No,138.1101935,3.85,4.125,991054.49
26,134,62.08,No,138.2814516,3.874,7.405,1022704.2
43,82,87.43,No,207.5580023,3.523,10.641,561573.08
25,47,22.94,No,204.6376731,3.141,7.484,1295391.19
15,129,75.31,No,138.2331935,3.732,8.193,592369.22
26,89,53.91,No,136.5150968,3.583,7.598,987886.08
28,75,89.9,No,129.1125,3.705,13.503,1459655.85
5,141,66.24,No,223.974787,3.601,5.422,325345.41
30,18,82.68,No,210.833616,2.705,8.2,458343.7
37,44,54.44,No,210.376263,2.708,8.476,508213.14
12,81,91.74,No,129.2405806,3.743,13.503,966817.24
18,105,37.62,No,137.0632581,3.633,8.075,1049772.04
5,66,66.27,No,216.3655877,3.906,6.489,322904.68
15,18,69.99,No,132.3648387,3.006,8.185,693192.5
8,132,83.74,No,225.5226885,3.494,5.401,930745.69
15,11,49.63,No,131.9809,3.01,8.185,641208.65
3,16,75.81,No,213.9116886,2.826,7.343,343763.17
37,115,72.54,No,220.1953389,3.891,6.989,506973.17
28,82,94.61,No,129.2832581,3.74,13.503,1166479.51
5,97,44.12,No,219.540637,3.158,6.3,367433.77
37,133,85.89,No,220.7199609,3.571,6.623,509633.71
42,22,92.89,No,126.1392,2.978,9.199,507168.8
31,20,86.18,No,211.1096543,2.637,8.2,1368090.08
3,130,84.94,No,225.4537579,3.407,6.334,389427.9
45,111,50.56,No,190.4618964,3.862,8.424,788340.23
26,11,36.6,No,131.9809,2.885,8.512,905548.38
28,49,37.64,No,127.1917742,3.287,14.021,1402902.47
26,32,54.82,Yes,132.7564516,2.717,8.445,1042226.3
23,41,35.59,No,132.9783226,2.961,5.287,1387953.75
2,135,82.64,No,221.9415576,3.638,6.565,1947083.3
21,47,51.29,No,211.0646599,2.886,8.163,1587257.78
9,100,43.41,Yes,223.2496766,3.129,6.054,549788.36
6,111,62.8,No,222.8186603,3.734,6.132,1748010.29
23,50,18.2,No,132.9510645,3.215,5.114,1016756.1
18,9,45.63,No,131.9019677,2.826,9.269,1254107.84
